English,Nepali
usda,USDA
exclusion,बहिष्करण
workstation,कार्य केन्द्र
holocaust,पूर्ण आहुति
keen,keen
flyer,उड्ने
peas,मटर
dosage,औषधिको खुराक
receivers,रिसीभर
urls,url हरू
customise,अनुकूलित
disposition,स्वभाव
variance,विचरण
navigator,नेभिगेटर
investigators,अनुसन्धानकर्ताहरूका
cameroon,क्यामरुन
baking,पाक
marijuana,गाँजा
adaptive,अनुकूली
computed,Computed
needle,सुई
baths,स्नान
enb,enb
gg,जि जि
cathedral,गिर्जाघर
brakes,ब्रेक
og,ओग
nirvana,Nirvana
ko,Ko
fairfield,Fairfield
owns,मालिक
til,नुन
invision,Invision
sticky,टाँसिएको
destiny,भाग्य
generous,उदार
madness,पागलपन
emacs,इमाक्स Name
climb,चढ्नु
blowing,उड्ने
fascinating,आकर्षक
landscapes,परिदृश्य
heated,गरम
lafayette,Lafayette
jackie,जैकी
wto,WTO
computation,गणन
hay,घास
cardiovascular,हृदय
ww,ww
sparc,sparc
cardiac,हृदय
salvation,मुक्तिको
dover,डोभर
adrian,एड्रियन
predictions,अनुमानहरू
accompanying,साथमा रहेका
vatican,भेटिकन
brutal,क्रूर
learners,शिक्षार्थियों
gd,GD
selective,छनौट
arbitration,मध्यस्थता
configuring,कन्फिगर
token,टोकन
editorials,संपादकीय
zinc,जस्ता
sacrifice,बलिदान
seekers,खोज्नेहरूको
guru,गुरु
isa,Isa
removable,हटाउन सकिने
convergence,convergence
yields,पैदावार
gibraltar,जिब्राल्टर
levy,लेवी
suited,उपयुक्त
numeric,संख्यात्मक
anthropology,शास्त्र
skating,स्केटिङ
kinda,थोडे
aberdeen,Aberdeen
emperor,सम्राट
grad,Grad
malpractice,malpractice
dylan,Dylan
bras,ब्रा
belts,बेल्ट
blacks,अश्वेतहरुको
educated,शिक्षित
rebates,rebates
reporters,संवाददाता
burke,बर्क
proudly,गर्व
pix,PiX
necessity,आवश्यकता
rendering,प्रतिपादन
mic,माइक
inserted,सम्मिलित
pulling,खींच
basename,basename
kyle,केली
obesity,मोटोपना
curves,घटता
suburban,उपनगरीय
touring,दौरा
clara,क्लारा
vertex,भर्टेक्स
bw,BW
hepatitis,hepatitis
nationally,राष्ट्रिय
tomato,टमाटर
andorra,Andorra
waterproof,पनरोक
expired,समयावधि समाप्त
mj,एम.जे.
travels,यात्रा
flush,फ्लस
waiver,अधित्याग
pale,पीला
specialties,संरक्षित
hayes,हेस
humanitarian,मानवीय
invitations,निमन्त्रणा
functioning,कामकाज
delight,आनन्द
survivor,बाचेको व्यक्ति
garcia,गार्सिया
cingular,सिंगुलर
economies,अर्थव्यवस्था
alexandria,अलेक्जेंद्रियालाई
bacterial,जीवाणु
moses,मोशाले
counted,गणना
undertake,उतरदायित्व लिनु
declare,घोषणा
continuously,लगातार
johns,जोन्स
valves,वाल्व
gaps,अंतराल
impaired,बिगडा
achievements,उपलब्धिहरू
donors,दाताहरुलाई
tear,टियर
jewel,jewel
teddy,टेड्डी
lf,lf
convertible,परिवर्तनीय
ata,एटीए
teaches,सिकाउँछ
ventures,उद्यम
nil,nil
bufing,bufing
stranger,नौलो
tragedy,शोकमा
julian,जुलियन
nest,गुँडमा
pam,पाम
dryer,ड्रायर
painful,पीडादायी
velvet,मखमल
tribunal,न्यायाधिकरण
ruled,शासन
nato,नाटो
pensions,पेंशन
prayers,प्रार्थना
funky,कायरता
secretariat,सचिवालय
nowhere,कतै
cop,COP
paragraphs,अनुच्छेद
gale,gale
joins,मिलती
adolescent,किशोर
nominations,नामांकन
wesley,Wesley
dim,मधुरो
lately,हाल
cancelled,रद्द
scary,डरलाग्दो
mattress,गद्दा
mpegs,mpegs
brunei,ब्रुनाई
likewise,त्यसै गरी
banana,केले
introductory,परिचयात्मक
slovak,स्लोभाक
cakes,केक
stan,Stan
reservoir,जलाशय
occurrence,घटना
idol,मूर्ति
mixer,मिक्सर
remind,सम्झाउने
wc,शौचालय
worcester,Worcester
sbjct,sbjct
demographic,डेमोग्राफिक
charming,आकर्षक
mai,माई
tooth,दाँत
disciplinary,शास्त्रीय
annoying,कष्टप्रद
respected,सम्मान
stays,रहता
disclose,खुलासा
affair,सम्बन्ध
drove,चलाए
washer,वशर
upset,उदास
restrict,प्रतिबन्ध
springer,Springer
beside,छेउमा
mines,बारुद
portraits,पोट्रेट
rebound,rebound
logan,लोगान
mentor,सल्लाहकार
interpreted,व्याख्या
evaluations,मूल्यांकन
fought,लडे
baghdad,बग्दाद
elimination,उन्मूलन
metres,मीटर
hypothetical,काल्पनिक
immigrants,आप्रवासी
complimentary,मानार्थ
helicopter,हेलिकप्टर
pencil,पेन्सिल
freeze,स्थिर
hk,एच
performer,कलाकार
abu,अबू
titled,शीर्षक
commissions,आयोगहरु
sphere,क्षेत्र
powerseller,powerseller
moss,मश
ratios,अनुपात
concord,मेल
graduated,स्नातक
endorsed,समर्थन
ty,Ty
surprising,अचम्मको
walnut,ओखर
lance,भाला देखिए
ladder,सीढी
italia,Italia
unnecessary,अनावश्यक
dramatically,नाटकीय रूपमा
liberia,लाइबेरिया
sherman,sherman
cork,बिक्रो
maximize,अधिकतम
cj,CJ
hansen,Hansen
senators,सीनेटरों
workout,कसरत
mali,माली
yugoslavia,युगोस्लाभिया
bleeding,आक्रान्त
characterization,कैरेक्टराइजेशन
colon,पेट
likelihood,likelihood
lanes,सडक खण्डहरू
purse,पर्स
fundamentals,आधारभूत
contamination,दूषण
mtv,MTV
endangered,endangered
compromise,समझौता
optimize,अनुकूलन
stating,बताउँदै
dome,घरको छानो
caroline,Caroline
leu,ल्यु
expiration,समाप्ति
namespace,नाम स्थान
align,पङ्क्तिबद्ध
peripheral,परिधीय
bless,आशीर्वाद
engaging,आकर्षक
negotiation,बातचीत
crest,शिखा
opponents,विरोधीहरूले
triumph,विजय
nominated,मनोनीत
confidentiality,गोप्यता
electoral,निर्वाचन
changelog,ChangeLog
welding,वेल्डिंग
deferred,आस्थगित
alternatively,वैकल्पिक
heel,एडी
alloy,मिश्र धातु
condos,condos
plots,जायदाद
polished,पलिश
yang,यांग
gently,बिस्तारै
greensboro,ग्रिन्सबरो
tulsa,तुलसा
locking,ताला
casey,केसी
controversial,विवादास्पद
draws,ड्र
fridge,फ्रिज
blanket,कम्बल
bloom,ब्लूम
qc,QC
simpsons,Simpsons
lou,LOU
elliott,इलियट
recovered,बरामद
fraser,फ्रेजर
justify,सफाइ
upgrading,अपग्रेड
blades,ब्लेड
pgp,PGP
loops,लूपहरूको
surge,वृद्धि
frontpage,आवरण पृष्ठ
trauma,आघात
aw,हरे
tahoe,ताहोइ
advert,Advert
possess,अधिकार
demanding,माग
defensive,रक्षात्मक
sip,SIP
flashers,flashers
subaru,सुबारु
forbidden,निषेध गरिएको
tf,TF
vanilla,भनिलाको
programmers,प्रोग्रामर
pj,पी.जे.
monitored,अनुगमन
installations,प्रतिष्ठानहरु
deutschland,Deutschland
picnic,बनभोज
souls,प्राण
arrivals,आगमन
spank,spank
cw,CW
practitioner,व्यवसायी
motivated,उत्प्रेरणा
wr,WR
dumb,लाटा
smithsonian,स्मिथसोनियन
hollow,खोक्रो
vault,भल्ट
securely,सुरक्षित
examining,केलाउँदा
fioricet,fioricet
groove,नाली
revelation,प्रकाश
rg,आरजी
pursuit,खोज छ
delegation,डेलिगेसन
wires,तारहरु
bl,BL
dictionaries,शब्दकोश
mails,मेलहरू
backing,समर्थन
greenhouse,हरितगृह
sleeps,सोता
vc,कुलपति
blake,ब्लेक
transparency,पारदर्शिता
dee,DEE
travis,ट्रैविस
wx,डब्ल्यू
endless,अनन्त
figured,समझ
orbit,कक्षा
currencies,मुद्राहरू
niger,नाइजर
bacon,बेकन
survivors,बचे
positioning,स्थिति
heater,हीटर
colony,बस्ती
cannon,तोप
circus,सर्कस
promoted,बढुवा
forbes,फोर्ब्स
mae,Mae
moldova,Moldova
mel,mel
descending,घटते
paxil,पैक्सिल
spine,मेरुदण्ड
trout,ट्राउट
enclosed,संलग्न
feat,कमाल
temporarily,अस्थायी रूपमा
ntsc,NTSC
cooked,पकाएको
thriller,रोमाञ्चक
transmit,प्रसारण
